고문헌자료아이디,한약재아이디,한의서명,수록위치,고문헌원문,번역문,번역문출처
CLTX1343,KMH305,본초강목,本草綱目 卷十二下 > 草之一 山草類上一十八種 > 朮 直律切. 《本經》上品 > 朮白朮也. > 附方,"脾虛泄瀉白朮五錢, 白芍藥一兩, 冬月用肉豆, 爲末, 米飯丸梧子大. 每米飮下五十丸, 日二.《丹溪心法》","비가 허하여 설사가 나는 증상:백출 5돈, 백작약 1냥(겨울철에는 잿불에 구운 육두구도 쓴다)을 가루 내고 쌀밥에 개어 벽오동씨만 한 환약을 만든다. 이것을 미음으로 50환씩 하루 두 번 복용한다.《단계심법》",한의학고전DB
CLTX1344,KMH305,본초강목,本草綱目 卷十二下 > 草之一 山草類上一十八種 > 朮 直律切. 《本經》上品 > 朮白朮也. > 附方,"濕瀉暑瀉白朮ㆍ車前子等分, 炒爲末, 白湯下二三錢.《簡便方》",습(濕)으로 인한 설사와 더위로 인한 설사:백출과 차전자 같은 양을 볶고 가루 낸 다음 끓인 물에 2-3돈씩 타서 복용한다.《간편방》,한의학고전DB
CLTX1345,KMH305,본초강목,本草綱目 卷十二下 > 草之一 山草類上一十八種 > 朮 直律切. 《本經》上品 > 朮白朮也. > 附方,"久瀉滑腸白朮炒ㆍ茯各一兩, 米炒二兩, 爲末, 棗肉拌食, 或丸服之.《簡便方》","오랜 설사로 장이 매끄럽게 되었을 때:백출(볶는다)ㆍ복령 각 1냥, 찹쌀(볶는다) 2냥을 가루 내고 대추살과 반죽하여 먹거나, 환약을 만들어 복용한다.《간편방》",한의학고전DB
CLTX1346,KMH305,본초강목,本草綱目 卷十二下 > 草之一 山草類上一十八種 > 朮 直律切. 《本經》上品 > 朮白朮也. > 附方,"老小滑瀉白朮半斤黃土炒過, 山藥四兩炒, 爲末, 飯丸. 量人大小, 米湯服. 或加人參三錢.《瀕湖集簡方》","노인이나 소아가 설사가 줄줄 나오는 증상:백출 반 근(황토를 넣고 볶는다), 산약 4냥(볶는다)을 가루 내고 밥에 개어 환약을 만든다. 환자의 크기를 살펴 미음으로 복용한다. 혹은 인삼 3돈을 더한다.《빈호집간방》",한의학고전DB
CLTX1347,KMH305,본초강목,本草綱目 卷十二下 > 草之一 山草類上一十八種 > 朮 直律切. 《本經》上品 > 朮白朮也. > 附方,"老人常瀉白朮二兩黃土拌蒸焙乾去土, 蒼朮五錢浸炒, 茯一兩, 爲末, 米糊丸梧子大. 每米湯下七八十丸.《簡便方》","노인이 늘 설사하는 증상:백출 2냥(황토와 함께 반죽하여 쪄 내고 불기운에 말린 다음 황토를 빼낸다), 창출 5돈(살뜨물에 축여 볶는다), 복령 1냥을 가루 내고 쌀을 넣고 쑨 풀에 개어 벽오동씨만 한 환약을 만든다. 이것을 70-80환씩 미음으로 복용한다.《간편방》",한의학고전DB
CLTX1348,KMH305,본초강목,本草綱目 卷十二下 > 草之一 山草類上一十八種 > 朮 直律切. 《本經》上品 > 朮白朮也. > 附方,"小兒久瀉脾虛, 米穀不化, 不進飮食, 溫白丸. 用白朮炒二錢半, 半夏麴二錢半, 丁香半錢, 爲末, 薑汁糊丸黍米大. 每米飮隨大小服之.《全幼心鑑》","어린아이가 오랫동안 설사하는 증상:비가 허하여 곡식을 소화시키지 못하고 음식을 먹지 못할 때는 온백환(溫白丸)을 쓴다. 백출(볶는다) 2돈 반, 반하국 2돈 반, 정향 반 돈을 가루 내고 생강즙을 넣고 쑨 밀가루풀에 개어 기장쌀만 한 환약을 만든다. 이것을 아이의 크기에 따라 미음으로 먹인다.《전유심감》",한의학고전DB
CLTX1349,KMH305,본초강목,本草綱目 卷十二下 > 草之一 山草類上一十八種 > 朮 直律切. 《本經》上品 > 朮白朮也. > 附方,"瀉血萎黃腸風痔漏, 脫肛瀉血, 面色萎黃, 積年不者. 白朮一斤黃土炒過硏末, 乾地黃半斤, 飯上蒸熟, 搗和, 乾則入少酒, 丸梧子大. 每服十五丸, 米飮下, 日三服.《普濟方》","피가 섞인 설사가 나오고 몸이 누렇게 야위는 증상 장풍(腸風)이나 치루(痔漏), 탈항으로 피가 줄줄 나오고 얼굴이 누렇게 뜨고 야위며 오랫동안 낫지 않는 증상이다. 백출 1근(황토를 넣고 볶은 다음 가루 낸다), 건지황 반 근을 밥 위에 놓고 찐 다음 찧어 섞고, 마르면 술을 약간 넣고 벽오동씨만 한 환약을 만든다. 이것을 50환씩 미음으로 하루 세 번 복용한다.《보제방》",한의학고전DB
CLTX1350,KMH305,본초강목,本草綱目 卷十二下 > 草之一 山草類上一十八種 > 朮 直律切. 《本經》上品 > 朮白朮也. > 附方,"孕婦束胎白朮ㆍ枳殼炒等分, 爲末, 燒飯丸梧子大. 入月一日, 每食前溫水下三十丸, 胎瘦則易産也.《保命集》",임산부의 태를 작게 하는 방법:백출ㆍ지각(밀기울을 넣고 볶는다) 같은 양을 가루 내고 찐 밥에 개어 벽오동씨만 한 환약을 만든다. 산달의 1일이 되면 식전마다 따뜻한 물로 30환을 복용하고 태가 작아지면 쉽게 출산한다.《보명집》,한의학고전DB
CLTX1351,KMH305,본초강목,本草綱目 卷十二下 > 草之一 山草類上一十八種 > 朮 直律切. 《本經》上品 > 朮白朮也. > 附方,"牙齒日長, 漸至難食名髓溢病. 白朮煎湯, 漱服取效, 卽愈也.《張銳峰備急良方》",어금니가 날마다 자라 점차 음식을 먹기 어려울 때:수일병(髓溢病)이라 한다. 백출 달인 물로 입을 헹구고 복용하여 효과를 내면 곧 낫는다.《장예계봉비급방》,한의학고전DB
CLTX1352,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔釋名〕,伏靈(綱目) 伏(本經) 松 不死面(記事) 抱根者名伏神(別錄),복령(강목) 복토(본경) 송유 불사면(기사주) 뿌리를 둘러싸고 자라는 것의 이름은 복신(伏神)(별록),한의학고전DB
CLTX1353,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔釋名〕,"宗奭曰多年樵斫之松根之氣味, 抑鬱未絶, 精英未淪. 其精氣盛者, 發泄於外, 結爲茯, 故不抱根, 離其本體, 有零之義也. 津氣不盛, 止能附結本根, 旣不離本, 故曰伏神.","구종석(寇宗奭)은 ""여러 해 동안 나무꾼이 베어 낸 소나무 뿌리의 기미(氣味)는 끊임없이 억눌려서 정영(精英)이 사라지지 않는다. 그 정기가 무성하여 밖으로 새어나와 뭉친 것이 복령(茯)이 된다. 그러므로 뿌리를 둘러싸지 않고 본체에서 이탈하니, 영(零, 영락하다)의 의미가 있다. 진기(津氣)가 왕성하지 않아 다만 본래 소나무뿌리에 달라붙어 뭉쳐 있어서 본체를 이탈하지 않았으므로 복신(伏神)이라 한다.""라고 하였다.",한의학고전DB
CLTX1354,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔釋名〕,"時珍曰茯, 《史記龜策傳》作伏靈. 蓋松之神靈之氣, 伏結而成, 故謂之伏靈ㆍ伏神也. 《仙經》言伏靈大如拳者, 佩之令百鬼消滅, 則神靈之氣, 亦可征矣. 俗作者, 傳寫之訛爾. 下有伏靈, 上有絲, 故又名伏兎. 或云其形如兎故名, 亦通.","이시진(李時珍)은 ""복령(茯)은 《사기(史記)》 〈귀책열전(龜策列傳)〉에는 복령(伏靈)으로 되어 있다. 대개 소나무의 신령한 기가 잠복하고 뭉쳐서 이루어졌으므로 복령(伏靈), 복신(伏神)이라 한다. 《선경(仙經)》에서는 '주먹만 한 복령(伏靈)을 차고 있으면 온갖 귀신을 소멸시킨다.'라고 하였으니, 복령의 신령한 기운이 또한 공격할 수 있는 것이다. 민간에서 영()이라 쓴 것은 옮겨가며 베껴쓰는 과정에서 잘못된 것이다. 아래에는 복령이 있고 위에는 토사(絲)가 있기에 복토(伏兎)라고도 한다. 혹은 '모양이 토끼와 같으므로 이렇게 이름 지어졌다.'라고도 하는데, 역시 통한다.""라고 하였다.",한의학고전DB
CLTX1355,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔集解〕,"《別錄》曰茯ㆍ茯神生太山山谷大松下. 二月ㆍ八月采, 陰乾.","《명의별록(名醫別錄)》에서는 ""복령(茯)과 복신(茯神)은 태산(太山)의 산골짜기에 있는 큰 소나무 아래에서 난다. 2월과 8월에 채취하여 그늘에서 말린다.""라고 하였다.",한의학고전DB
CLTX1356,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔集解〕,"弘景曰今出鬱州. 大者如三四升器, 外皮黑而細皺, 內堅白, 形如鳥ㆍ獸ㆍ龜ㆍ鱉者良. 虛赤者不佳. 性無朽, 埋地中三十年, 猶色理無異也.","도홍경(陶弘景)은 ""지금은 울주(鬱州)에서 난다. 큰 것은 3-4되들이 그릇만 하고, 겉 껍질은 검으면서 가는 주름이 있고, 안쪽은 단단하고 희며 새, 들짐승, 거북이, 자라 같은 모양을 한 것이 좋다. 속이 비고 붉은 것은 좋지 않다. 썩거나 벌레먹는 성질이 아니라서 땅속에 30년 동안 묻혀 있어도 여전히 색과 무늬가 다름이 없다.""라고 하였다.",한의학고전DB
CLTX1357,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔集解〕,"恭曰今泰山亦有茯, 實而理小, 不復采用. 第一出華山, 形極粗大. 雍州南山亦有, 不如華山.","소공(蘇恭)은 ""지금은 태산(泰山)에도 복령이 있는데, 희고 속이 실하면서 덩어리가 작아 다시 채취하여 쓰지는 않는다. 화산(華山)에서 나는 것이 가장 으뜸인데, 모양이 매우 거칠고 크다. 옹주(雍州)의 남산(南山)에도 있지만 화산에서 나는 것만 못하다.""라고 하였다.",한의학고전DB
CLTX1358,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔集解〕,"保昇曰所在大松處皆有, 惟華山最多. 生枯松樹下, 形塊無定, 以似龜ㆍ鳥形者爲佳.","한보승(韓保昇)은 ""곳곳의 큰 소나무가 있는 곳에 다 나지만, 화산(華山)에서 가장 많이 난다. 마른 소나무 아래에서 나고 형태가 일정치 않은 덩어리 모양인데, 거북이나 새 모양의 것을 좋게 여긴다.""라고 하였다.",한의학고전DB
CLTX1359,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔集解〕,"禹錫曰《范子計然》言茯出嵩山及三輔. 《淮南子》言千年之松, 下有茯, 上有絲. 《典術》言松脂入地千歲爲茯, 望松樹赤者有之. 《廣志》言茯神乃松汁所作, 勝於茯. 或云卽茯貫着松根者. 生朱提ㆍ陽縣.","장우석(掌禹錫)은 ""《범자계연(范子計然)》에서는 '복령은 숭산(嵩山) 및 삼보(三輔)에서 난다.'라고 말하였고, 《회남자(淮南子)》에서는 '천 년 된 소나무 아래에는 복령이 있고, 위에는 토사가 있다.'라고 말하였고, 《전술(典術)》에서는 '송진이 땅속으로 들어가 천 년이 되면 복령이 되고, 붉게 보이는 소나무의 아래에 있다.'라고 하였다. 《광지(廣志)》에서는 '복신은 송진이 만든 것으로 복령보다 뛰어나다.'라고 하였다. 혹은 '소나무 뿌리가 관통하고 있는 복령이 곧 복신이다.'라고도 한다. 주제현(朱提縣)과 복양현(陽縣)에서 난다.""라고 하였다.",한의학고전DB
CLTX1360,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔集解〕,"頌曰今大ㆍ華ㆍ嵩山皆有之. 出大松下, 附根而生, 無苗ㆍ葉ㆍ花ㆍ實, 作塊如拳在土底, 大者至數斤, 有赤ㆍ白二種. 或云松脂變成, 或云假松氣而生. 今東人見山中古松久爲人斬伐, 其枯折, 枝葉不復上生者, 謂之茯撥. 卽於四面丈餘地內, 以鐵頭錐刺地. 如有茯, 則錐固不可拔, 乃掘取之. 其撥大者, 茯亦大. 皆自作塊, 不附著根. 其包根而輕虛者爲茯神. 則假氣生者, 其說勝矣. 《龜策傳》云, 茯在絲之下, 狀如飛鳥之形. 新雨已霽, 天靜無風, 以火夜燒絲去之, 卽燭此地之, 火滅卽記其處. 明乃掘取, 入地四尺或七尺得矣. 此類今不聞有之.","소송(蘇頌)은 ""지금은 태산, 화산, 숭산에 다 있다. 큰 소나무 아래에서 나오는데, 뿌리에 달라붙어 나고, 싹, 잎, 꽃, 열매가 없으며, 흙 아래에 주먹만 한 덩어리를 이루며, 큰 것은 몇 근(斤)이나 되고, 붉은 것과 흰 것 두 종이 있다. 송진이 변하여 이루어진 것이라고도 하고, 소나무 기운[松氣]이 엉겨서 생긴것이라고도 한다. 지금 동쪽 지역 사람들은 산속의 베어진 소나무를 보면 오래되었기 때문에 베어진 것으로 여기는데, 마르고 꺾여진 잎과 가지가 다시 자라지 않은 것을 복령발(茯撥)이라고 한다. 즉시 주위 1장(丈)여 범위내의 땅속에 쇠로 만든 송곳으로 찔러 탐지하는데, 복령이 있으면 복령에 단단히 박혀 빠져나오지 않으니,땅을 파서 채취해야 한다. 발(撥)이 크면 복령도 크다. 모두 본래 덩어리져 있고 소나무뿌리에 붙어 있지 않다. 뿌리를 싸고 있으면서 가볍고 속이 비어 있는 것을 복신(茯神)이라 한다. 그렇다면 소나무 기운이 엉겨서 생겨났다는 설이 우세하다. 〈귀책열전〉에서 '복령은 토사 아래에서 나는데, 모양은 나는 새와 같다. 처음 비가 오고 나서 날씨가 개어 하늘이 고요하고 바람이 불지 않을 때, 밤에 토사를 불살라서 제거하고 곧바로 그곳에 등롱을 씌워서 불이 꺼지면 곧장 그 장소를 기억해 둔다. 다음 날 땅을 파서 채취하는데, 땅속으로 4자(尺) 혹은 7자 정도 들어가면 얻을 수 있다.'라고 하였다. 이런 류의 방법은 지금까지 들은 적이 없다.""라고 하였다.",한의학고전DB
CLTX1361,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔集解〕,"宗奭曰上有絲之說, 甚爲輕信.","구종석은 ""위에는 토사(絲)가 있다는 설이 있는데, 이는 너무 귀가 얇은 것이다.""라고 하였다.",한의학고전DB
CLTX1362,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔集解〕,"時珍曰下有茯, 則上有靈氣如絲之狀, 山人亦時見之, 非絲子之絲也. 注《淮南子》者, 以絲子及女蘿爲說, 誤矣. 茯有大如斗者, 有堅如石者, 絶勝. 其輕虛者不佳, 蓋年淺未堅故爾. 劉宋王微《茯贊》云, 皓下居, 絲上. 中狀鳧, 其容龜蔡. 神少司, 保延幼艾. 終志不移, 柔紅可佩. 觀此絲, 卽絲之證矣. 寇氏未解此義.","時珍曰下有茯, 則上有靈氣如絲之狀, 山人亦時見之, 非絲子之絲也. 注《淮南子》者, 以絲子及女蘿爲說, 誤矣. 茯有大如斗者, 有堅如石者, 絶勝. 其輕虛者不佳, 蓋年淺未堅故爾. 劉宋王微《茯贊》云, 皓下居, 絲上. 中狀鳧, 其容龜蔡. 神少司, 保延幼艾. 終志不移, 柔紅可佩. 觀此絲, 卽絲之證矣. 寇氏未解此義.",한의학고전DB
CLTX1363,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔修治〕,"斅曰凡用, 皮去ㆍ心, 搗細, 於水盆中攪濁, 浮者濾去之. 此是茯赤筋, 若誤服餌, 令人瞳子黑睛點小, 兼盲目.","뇌효(雷斅)는 ""쓸 때는 껍질과 심을 제거하고 곱게 찧어 물동이 속에 넣은 다음 탁하게 될 정도로 저어서 뜬 것은 걸러 내 제거한다. 이것은 복령의 붉은 심줄인데, 잘못 복용하면 눈동자와 흑정(黑睛)이 작아지고 아울러 장님이 된다.""라고 하였다.",한의학고전DB
CLTX1364,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔修治〕,"弘景曰作丸散者, 先煮二三沸乃切, 曝乾用.","도홍경은 ""환약이나 가루약을 만들 때는 우선 물에 달여 두세 차례 끓어오르면 곧 썰어서 햇볕에 말려 쓴다.""라고 하였다.",한의학고전DB
CLTX1365,KMH318,본초강목,本草綱目 卷三十七 > 木之四 寓木類一十二種. > 茯 《本經》上品 > 〔氣味〕,"甘, 平, 無毒.元素曰性溫, 味甘而淡, 氣味俱薄, 浮而升, 陽也. 之才曰馬問爲之使. 得甘草ㆍ防風ㆍ芍藥ㆍ紫石英ㆍ麥門冬, 共療五臟. 惡白, 畏牡蒙ㆍ地楡ㆍ雄黃ㆍ秦ㆍ龜甲. 忌米醋及酸物. 弘景曰藥無馬問, 或是馬莖也. 恭曰李氏《本草》馬刀爲茯使. 間字草書似刀字, 傳訛爾. 志曰二注恐皆非也. 當是馬藺字.","맛은 달고 성질은 평하고 독이 없다.장원소(張元素)는 ""성질이 따뜻하고 맛이 달면서 담박하니, 기미가 모두 약하며, 뜨면서 올라가니 음이다.""라고 하였다. 서지재(徐之才)는 ""마간(馬間)이 사(使)가 된다. 감초, 방풍, 작약, 자석영, 맥문동을 만나면 모두 오장(五臟)을 치료한다. 백렴을 싫어하고, 모몽, 지유, 웅황, 진교, 귀갑을 두려워한다. 쌀식초나 신 것을 먹지 말아야 한다.""라고 하였다. 도홍경은 ""약재에 마간이라는 것은 없고, 혹 마경(馬莖)인 듯하다.""라고 하였다. 소공은 ""이씨(李氏)의 본초서에서 마도(馬刀)는 복령의 사(使)가 된다고 하였다. 간(間) 자는 초서(草書)로 쓰면 도(刀) 자와 비슷하니 와전된 것일 뿐이다.""라고 하였다. 마지(馬志)는 ""두 가지 주(注)는 모두 잘못된 듯하다. 이것은 마린(馬藺) 자가 되어야 한다.""라고 하였다.",한의학고전DB
